testName,cluster,baseline
12ac_parallelproject-hintisordered(true)-hintnumstrands(8)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(16),roxie,9.346143
12ac_parallelproject-hintisordered(true)-hintnumstrands(8)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(16),thor,20.070947
12ac_parallelproject-hintisordered(true)-hintnumstrands(8)-hintparallelcount(false)-hintparallelsource(true)-hintprojectwork(16),roxie,5.517143
12ac_parallelproject-hintisordered(true)-hintnumstrands(8)-hintparallelcount(false)-hintparallelsource(true)-hintprojectwork(16),thor,20.065000
12ac_parallelproject-hintisordered(true)-hintnumstrands(8)-hintparallelcount(true)-hintparallelsource(false)-hintprojectwork(16),roxie,9.533857
12ac_parallelproject-hintisordered(true)-hintnumstrands(8)-hintparallelcount(true)-hintparallelsource(false)-hintprojectwork(16),thor,20.057947
12ac_parallelproject-hintisordered(true)-hintnumstrands(8)-hintparallelcount(true)-hintparallelsource(true)-hintprojectwork(16),roxie,4.268071
12ac_parallelproject-hintisordered(true)-hintnumstrands(8)-hintparallelcount(true)-hintparallelsource(true)-hintprojectwork(16),thor,20.123605
12ad_createfixed32-hintblocksize(1)-hintnumstrands(16)-hintstrandordered(true),roxie,9.891571
12ad_createfixed32-hintblocksize(1)-hintnumstrands(2)-hintstrandordered(true),roxie,21.259571
12ad_createfixed32-hintblocksize(1)-hintnumstrands(32)-hintstrandordered(true),roxie,9.930143
12ad_createfixed32-hintblocksize(1)-hintnumstrands(4)-hintstrandordered(true),roxie,13.042286
12ad_createfixed32-hintblocksize(1)-hintnumstrands(6)-hintstrandordered(true),roxie,11.458286
12ad_createfixed32-hintblocksize(1)-hintnumstrands(8)-hintstrandordered(true),roxie,10.046571
12ad_createfixed32-hintblocksize(100)-hintnumstrands(16)-hintstrandordered(true),roxie,8.170857
12ad_createfixed32-hintblocksize(100)-hintnumstrands(2)-hintstrandordered(true),roxie,17.034714
12ad_createfixed32-hintblocksize(100)-hintnumstrands(32)-hintstrandordered(true),roxie,8.199000
12ad_createfixed32-hintblocksize(100)-hintnumstrands(4)-hintstrandordered(true),roxie,9.357000
12ad_createfixed32-hintblocksize(100)-hintnumstrands(6)-hintstrandordered(true),roxie,9.148000
12ad_createfixed32-hintblocksize(100)-hintnumstrands(8)-hintstrandordered(true),roxie,8.261286
12ad_createfixed32-hintblocksize(2000)-hintnumstrands(16)-hintstrandordered(true),roxie,8.109714
12ad_createfixed32-hintblocksize(2000)-hintnumstrands(2)-hintstrandordered(true),roxie,17.413429
12ad_createfixed32-hintblocksize(2000)-hintnumstrands(32)-hintstrandordered(true),roxie,8.196143
12ad_createfixed32-hintblocksize(2000)-hintnumstrands(4)-hintstrandordered(true),roxie,9.107571
12ad_createfixed32-hintblocksize(2000)-hintnumstrands(6)-hintstrandordered(true),roxie,8.935286
12ad_createfixed32-hintblocksize(2000)-hintnumstrands(8)-hintstrandordered(true),roxie,8.175857
12ad_createfixed32-hintblocksize(500)-hintnumstrands(16)-hintstrandordered(false),roxie,7.926571
12ad_createfixed32-hintblocksize(500)-hintnumstrands(16)-hintstrandordered(true),roxie,8.146571
12ad_createfixed32-hintblocksize(500)-hintnumstrands(2)-hintstrandordered(false),roxie,16.688143
12ad_createfixed32-hintblocksize(500)-hintnumstrands(2)-hintstrandordered(true),roxie,17.643000
12ad_createfixed32-hintblocksize(500)-hintnumstrands(32)-hintstrandordered(false),roxie,7.969429
12ad_createfixed32-hintblocksize(500)-hintnumstrands(32)-hintstrandordered(true),roxie,8.173286
12ad_createfixed32-hintblocksize(500)-hintnumstrands(4)-hintstrandordered(false),roxie,8.526714
12ad_createfixed32-hintblocksize(500)-hintnumstrands(4)-hintstrandordered(true),roxie,9.438429
12ad_createfixed32-hintblocksize(500)-hintnumstrands(6)-hintstrandordered(false),roxie,8.309286
12ad_createfixed32-hintblocksize(500)-hintnumstrands(6)-hintstrandordered(true),roxie,8.879714
12ad_createfixed32-hintblocksize(500)-hintnumstrands(8)-hintstrandordered(false),roxie,7.874286
12ad_createfixed32-hintblocksize(500)-hintnumstrands(8)-hintstrandordered(true),roxie,8.227714
12ad_createfixed32-hintblocksize(8000)-hintnumstrands(16)-hintstrandordered(true),roxie,8.124000
12ad_createfixed32-hintblocksize(8000)-hintnumstrands(2)-hintstrandordered(true),roxie,17.497143
12ad_createfixed32-hintblocksize(8000)-hintnumstrands(32)-hintstrandordered(true),roxie,8.143000
12ad_createfixed32-hintblocksize(8000)-hintnumstrands(4)-hintstrandordered(true),roxie,8.969429
12ad_createfixed32-hintblocksize(8000)-hintnumstrands(6)-hintstrandordered(true),roxie,8.729429
12ad_createfixed32-hintblocksize(8000)-hintnumstrands(8)-hintstrandordered(true),roxie,8.136286
12ae_writefixed32-hintblocksize(1000)-hintnumstrands(4),roxie,5.439286
12ae_writefixed32-hintblocksize(10000)-hintnumstrands(2),roxie,5.429571
12ae_writefixed32-hintblocksize(10000)-hintnumstrands(4),roxie,5.394714
12ae_writefixed32-hintblocksize(10000)-hintnumstrands(6),roxie,5.455286
12ae_writefixed32-hintblocksize(100000)-hintnumstrands(4),roxie,5.464143
12ae_writefixed32-hintblocksize(40000)-hintnumstrands(4),roxie,5.400429
12ae_writefixed32-hintnumstrands(0),roxie,5.213286
12af_writefixed32c-hintblocksize(1000)-hintnumstrands(4),roxie,9.443190
12af_writefixed32c-hintblocksize(10000)-hintnumstrands(2),roxie,9.331286
12af_writefixed32c-hintblocksize(10000)-hintnumstrands(4),roxie,9.351905
12af_writefixed32c-hintblocksize(10000)-hintnumstrands(6),roxie,9.341571
12af_writefixed32c-hintblocksize(100000)-hintnumstrands(4),roxie,9.366905
12af_writefixed32c-hintblocksize(40000)-hintnumstrands(4),roxie,9.344762
12af_writefixed32c-hintnumstrands(0),roxie,9.210714
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(1)-hintprojectwork(0),roxie,3.324143
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(1)-hintprojectwork(0),thor,3.722947
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(1)-hintprojectwork(16),roxie,5.699429
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(1)-hintprojectwork(16),thor,6.328895
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(1)-hintprojectwork(256),roxie,43.200429
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(1)-hintprojectwork(256),thor,45.754158
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(1)-hintprojectwork(4),roxie,3.841143
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(1)-hintprojectwork(4),thor,4.271579
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(1)-hintprojectwork(64),roxie,13.200000
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(1)-hintprojectwork(64),thor,14.131526
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(16)-hintprojectwork(0),roxie,1.091000
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(16)-hintprojectwork(0),thor,4.048263
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(16)-hintprojectwork(16),roxie,1.605429
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(16)-hintprojectwork(16),thor,5.786105
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(16)-hintprojectwork(256),roxie,8.633714
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(16)-hintprojectwork(256),thor,34.194789
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(16)-hintprojectwork(4),roxie,1.210143
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(16)-hintprojectwork(4),thor,4.450316
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(16)-hintprojectwork(64),roxie,3.144571
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(16)-hintprojectwork(64),thor,11.317684
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(32)-hintprojectwork(16),roxie,1.587857
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(32)-hintprojectwork(16),thor,5.723684
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(32)-hintprojectwork(256),roxie,8.590857
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(32)-hintprojectwork(256),thor,34.097895
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(32)-hintprojectwork(64),roxie,3.009429
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(32)-hintprojectwork(64),thor,11.256947
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(4)-hintprojectwork(0),roxie,1.273857
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(4)-hintprojectwork(0),thor,4.104211
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(4)-hintprojectwork(16),roxie,1.982000
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(4)-hintprojectwork(16),thor,5.797211
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(4)-hintprojectwork(256),roxie,12.552286
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(4)-hintprojectwork(256),thor,34.306211
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(4)-hintprojectwork(4),roxie,1.427143
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(4)-hintprojectwork(4),thor,4.536053
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(4)-hintprojectwork(64),roxie,4.395571
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(4)-hintprojectwork(64),thor,11.343789
13aa_splitlarge,thor,188.156158
13ab_splitvariable,thor,340.686263
13ba_usplitter_balanced-writemax(1000),roxie,14.761429
13ba_usplitter_balanced-writemax(1000),thor,17.126789
13ba_usplitter_balanced-writemax(2000),roxie,14.727857
13ba_usplitter_balanced-writemax(2000),thor,17.126789
13ba_usplitter_balanced-writemax(4000),roxie,14.733857
13ba_usplitter_balanced-writemax(4000),thor,17.116526
13ba_usplitter_balanced-writemax(500),roxie,14.687143
13ba_usplitter_balanced-writemax(500),thor,17.121000
13bb_usplitter_stepped-stepsize(100),roxie,14.471571
13bb_usplitter_stepped-stepsize(100),thor,17.220421
13bb_usplitter_stepped-stepsize(10000),roxie,14.636286
13bb_usplitter_stepped-stepsize(10000),thor,19.306842
13bb_usplitter_stepped-stepsize(1000000),roxie,14.811857
13bb_usplitter_stepped-stepsize(1000000),thor,20.974158
13bb_usplitter_stepped-stepsize(20000000),roxie,16.384000
13bb_usplitter_stepped-stepsize(20000000),thor,15.776316
13bc_usplitter_choosen-nummatches(100),roxie,8.037571
13bc_usplitter_choosen-nummatches(100),thor,8.574263
13bc_usplitter_choosen-nummatches(10000),roxie,8.557857
13bc_usplitter_choosen-nummatches(10000),thor,8.532053
13bc_usplitter_choosen-nummatches(1000000),roxie,13.860857
13bc_usplitter_choosen-nummatches(1000000),thor,8.934632
13bd_usplitter_steppeda-steplength(200)-stepsize(100),roxie,21.181714
13bd_usplitter_steppeda-steplength(200)-stepsize(100),thor,21.357632
13bd_usplitter_steppeda-steplength(2000)-stepsize(100),roxie,20.451286
13bd_usplitter_steppeda-steplength(2000)-stepsize(100),thor,23.046789
13bd_usplitter_steppeda-steplength(20000)-stepsize(10000),roxie,21.219143
13bd_usplitter_steppeda-steplength(20000)-stepsize(10000),thor,22.961789
13be_usplitter_pull_r,roxie,15.360714
13be_usplitter_pull_r,thor,17.429684
13bf_usplitter_pull_lr,roxie,15.872286
13bf_usplitter_pull_lr,thor,17.799632
13ca_bsplitter,roxie,6.266714
13ca_bsplitter,thor,7.336263
14aa_ofunnel2,roxie,4.528286
14aa_ofunnel2,thor,4.777474
14ab_ofunnel8,roxie,18.230000
14ab_ofunnel8,thor,18.786895
14ba_ufunnel2,roxie,20.796857
14ba_ufunnel2,thor,10.473789
14bb_ufunnel8,roxie,70.558286
14bb_ufunnel8,thor,40.167579
15aa_soapcall-persistconnection(false),roxie,30.256000
15aa_soapcall-persistconnection(false),thor,10.131474
15aa_soapcall-persistconnection(false)-tls(true),roxie,235.387714
15aa_soapcall-persistconnection(false)-tls(true),thor,75.573105
15aa_soapcall-persistconnection(true),roxie,30.274143
15aa_soapcall-persistconnection(true),thor,7.731684
15aa_soapcall-persistconnection(true)-tls(true),roxie,235.439000
15aa_soapcall-persistconnection(true)-tls(true),thor,73.385053
15ab_soapcallidx-persistconnection(false),roxie,50.508571
15ab_soapcallidx-persistconnection(false),thor,30.131421
15ab_soapcallidx-persistconnection(false)-tls(true),roxie,137.774143
15ab_soapcallidx-persistconnection(false)-tls(true),thor,37.895842
15ab_soapcallidx-persistconnection(true),roxie,49.948571
15ab_soapcallidx-persistconnection(true),thor,25.853684
15ab_soapcallidx-persistconnection(true)-tls(true),roxie,137.821714
15ab_soapcallidx-persistconnection(true)-tls(true),thor,37.890158
15ba_parallelsoapcall-persistconnection(false),roxie,6.033000
15ba_parallelsoapcall-persistconnection(false),thor,5.441158
15ba_parallelsoapcall-persistconnection(false)-tls(true),roxie,52.129143
15ba_parallelsoapcall-persistconnection(false)-tls(true),thor,51.280368
15ba_parallelsoapcall-persistconnection(true),roxie,6.019571
15ba_parallelsoapcall-persistconnection(true),thor,5.400842
15ba_parallelsoapcall-persistconnection(true)-tls(true),roxie,51.385000
15ba_parallelsoapcall-persistconnection(true)-tls(true),thor,51.095895
15bb_parallelsoapcallidx-persistconnection(false),roxie,25.776571
15bb_parallelsoapcallidx-persistconnection(false),thor,38.495789
15bb_parallelsoapcallidx-persistconnection(false)-tls(true),roxie,31.021000
15bb_parallelsoapcallidx-persistconnection(false)-tls(true),thor,65.407842
15bb_parallelsoapcallidx-persistconnection(true),roxie,25.808143
15bb_parallelsoapcallidx-persistconnection(true),thor,38.753368
15bb_parallelsoapcallidx-persistconnection(true)-tls(true),roxie,31.132571
15bb_parallelsoapcallidx-persistconnection(true)-tls(true),thor,65.736421
16aa_bigsuper,roxie,0.406286
16aa_bigsuper,thor,2.175737
80ab_scalesort-scale(1),roxie,21.441000
80ab_scalesort-scale(1),thor,3.721053
80ab_scalesort-scale(16),roxie,572.589571
80ab_scalesort-scale(16),thor,131.793368
80ab_scalesort-scale(2),roxie,46.007143
80ab_scalesort-scale(2),thor,7.773526
80ab_scalesort-scale(4),roxie,104.381571
80ab_scalesort-scale(4),thor,16.606316
80ab_scalesort-scale(8),roxie,253.507857
80ab_scalesort-scale(8),thor,34.769421
perftest,roxie,8651.207056
perftest,thor,18874.336447
